Date,Open,High,Low,Close,Adjusted_close,Volume
2018-01-02,40.5909,41.3533,39.1062,39.1305,39.1305,108537
2018-01-03,38.6952,39.4022,38.0708,39.204,39.204,107457
2018-01-04,39.524,39.903,38.6426,38.8989,38.8989,112220
2018-01-05,39.0149,39.0499,38.5879,38.6881,38.6881,49120
2018-01-08,39.0091,39.4399,38.276,38.3491,38.3491,285437
2018-01-09,38.0291,39.1458,37.3724,38.6656,38.6656,214429
2018-01-10,38.6525,38.7004,37.5948,37.8333,37.8333,159296
2018-01-11,37.4668,39.4276,37.0288,38.8304,38.8304,177081
2018-01-12,39.3189,40.1889,37.7831,38.954,38.954,123884
2018-01-15,38.7367,39.18,37.911,39.099,39.099,70083
2018-01-16,39.3207,39.7702,38.3538,38.9501,38.9501,189819
2018-01-17,38.4744,38.7554,37.5388,38.3346,38.3346,169318
2018-01-18,38.1848,39.39,38.0523,38.7337,38.7337,94295
2018-01-19,38.6534,39.4628,37.8451,37.8681,37.8681,138264
2018-01-22,37.9026,38.1475,37.4033,37.4673,37.4673,155731
2018-01-23,37.4628,38.5938,37.2682,38.0593,38.0593,186668
2018-01-24,37.8394,38.941,37.62,38.5507,38.5507,185585
2018-01-25,38.3089,38.8689,37.4125,38.4733,38.4733,144684
2018-01-26,38.5947,38.7764,37.9849,38.0962,38.0962,109949
2018-01-29,38.0907,39.5786,37.957,38.9527,38.9527,522635
2018-01-30,38.7198,39.4672,37.6468,37.7757,37.7757,180533
2018-01-31,37.4809,38.3562,36.8808,37.8325,37.8325,135873
2018-02-01,37.991,38.2971,36.1684,36.5507,36.5507,123069
2018-02-02,36.684,37.1667,36.0764,37.0574,37.0574,122075
2018-02-05,36.9915,38.9722,36.5736,38.2498,38.2498,256651
2018-02-06,38.1677,39.3393,38.1185,39.2969,39.2969,96352
2018-02-07,39.1182,39.2674,37.7337,37.8021,37.8021,105235
2018-02-08,37.6132,39.7372,37.463,39.1825,39.1825,122708
2018-02-09,39.3772,39.4646,38.6325,38.925,38.925,125260
2018-02-12,38.7484,38.7669,37.5944,37.69,37.69,174867
2018-02-13,37.9646,38.4973,37.738,37.9248,37.9248,190199
2018-02-14,37.8078,38.2718,36.2079,36.7211,36.7211,123135
2018-02-15,36.5751,38.5557,36.2859,38.0323,38.0323,103187
2018-02-16,38.2042,39.044,38.0349,38.5443,38.5443,112393
2018-02-19,38.3124,39.4371,37.9093,38.6889,38.6889,272696
2018-02-20,38.6011,39.8408,37.3451,39.2986,39.2986,248375
2018-02-21,39.2438,39.7771,38.3911,39.6523,39.6523,71261
2018-02-22,39.8982,40.9065,39.6449,40.3994,40.3994,429747
2018-02-23,40.3699,40.5078,39.3393,39.7829,39.7829,79087
2018-02-26,39.2409,40.0271,39.238,39.9507,39.9507,156966
2018-02-27,39.7565,40.7617,39.6913,40.3962,40.3962,104694
2018-02-28,40.692,41.5789,39.2387,39.6226,39.6226,344300
2018-03-01,39.6157,40.27,38.8256,39.9328,39.9328,111823
2018-03-02,40.5675,41.4116,40.4163,40.5846,40.5846,106187
2018-03-05,40.3124,40.6099,40.1269,40.5889,40.5889,188962
2018-03-06,40.8377,40.9538,40.6273,40.8562,40.8562,175520
2018-03-07,41.1334,41.8427,41.009,41.0603,41.0603,255103
2018-03-08,40.6545,42.3923,40.3323,41.4598,41.4598,227037
2018-03-09,41.3304,42.4693,41.2964,42.424,42.424,217262
2018-03-12,41.8394,44.2799,41.5326,44.27,44.27,171352
2018-03-13,44.3454,44.761,43.8421,44.6058,44.6058,83461
2018-03-14,43.9883,45.5248,43.7553,44.7351,44.7351,343639
2018-03-15,45.1264,45.2958,43.9092,44.2355,44.2355,176031
2018-03-16,44.306,45.0675,43.0068,43.6752,43.6752,241854
2018-03-19,43.721,43.8374,42.0576,42.3383,42.3383,169068
2018-03-20,42.5395,42.8786,41.4825,42.6161,42.6161,153883
2018-03-21,42.8558,43.6787,42.1495,42.9994,42.9994,168467
2018-03-22,42.859,43.208,42.2463,42.6131,42.6131,105910
2018-03-23,42.428,42.4463,41.3302,41.5063,41.5063,172403
2018-03-26,41.526,44.0816,40.46,43.9493,43.9493,94618
2018-03-27,43.5857,45.1819,43.5048,44.7961,44.7961,139594
2018-03-28,44.7035,44.7218,44.1577,44.259,44.259,150808
2018-03-29,44.3216,44.5143,44.0127,44.3052,44.3052,164796
2018-03-30,44.4096,45.6512,44.0679,45.5328,45.5328,225529
2018-04-02,45.4161,46.1554,44.6401,44.6933,44.6933,138223
2018-04-03,44.1464,44.9657,44.0362,44.7127,44.7127,118400
2018-04-04,44.669,44.7722,44.1659,44.4222,44.4222,167772
2018-04-05,44.3166,45.1107,43.6837,44.6048,44.6048,237168
2018-04-06,44.3688,46.9834,44.2014,46.5598,46.5598,82649
2018-04-09,46.7415,48.032,46.4134,47.9881,47.9881,185427
2018-04-10,48.0575,48.7125,47.5494,48.5813,48.5813,268988
2018-04-11,48.5875,49.9294,48.3526,49.5991,49.5991,114324
2018-04-12,49.9916,50.0115,46.5443,46.6727,46.6727,227410
2018-04-13,46.5303,47.217,46.0108,46.9554,46.9554,136686
2018-04-16,47.0349,47.4295,46.9133,47.1787,47.1787,241213
2018-04-17,47.6965,48.2209,46.0198,46.1664,46.1664,102448
2018-04-18,46.2688,46.7486,45.212,45.9689,45.9689,180160
2018-04-19,45.8307,46.2328,44.7105,44.8929,44.8929,255252
2018-04-20,45.3279,45.4295,44.4606,45.0336,45.0336,124958
2018-04-23,44.8387,45.221,44.4978,44.8296,44.8296,144924
2018-04-24,44.6287,45.1248,44.1092,44.8932,44.8932,90420
2018-04-25,45.0513,46.0831,44.2626,45.3786,45.3786,181065
2018-04-26,45.0757,45.6093,44.6332,44.6398,44.6398,334169
2018-04-27,44.6268,45.3254,44.585,44.8445,44.8445,132098
2018-04-30,45.0032,45.0599,42.7771,43.7459,43.7459,183794
2018-05-01,43.9309,44.8389,43.1567,44.5315,44.5315,186463
2018-05-02,44.2137,44.4872,42.4656,42.8391,42.8391,133875
2018-05-03,43.2583,43.8592,39.9397,40.7001,40.7001,262883
2018-05-04,41.1036,41.3527,40.4566,40.6387,40.6387,101710
2018-05-07,40.1582,41.8465,40.0303,41.4024,41.4024,204048
2018-05-08,40.8425,41.0492,40.2481,40.498,40.498,253996
2018-05-09,40.5152,40.8262,39.8348,40.4563,40.4563,107585
2018-05-10,40.1843,41.0584,39.7143,40.5852,40.5852,225203
2018-05-11,40.4277,41.8331,40.3968,41.3352,41.3352,234265
2018-05-14,41.6253,41.9637,40.7391,41.4101,41.4101,269512
2018-05-15,40.9575,42.0275,40.7391,41.7788,41.7788,84677
2018-05-16,41.3001,43.0052,40.5731,42.9242,42.9242,115438
2018-05-17,42.6304,44.1685,42.5102,43.7549,43.7549,141226
2018-05-18,43.925,46.1122,43.6099,46.0422,46.0422,159885
2018-05-21,46.0837,46.4463,43.6897,44.4881,44.4881,133333
2018-05-22,44.1656,45.9361,43.3104,45.8144,45.8144,150123
2018-05-23,45.7223,46.0813,43.2767,43.9445,43.9445,119392
2018-05-24,43.2395,43.8798,42.9655,43.4251,43.4251,131008
2018-05-25,43.6288,44.0665,42.7583,43.1964,43.1964,312624
2018-05-28,43.1242,44.8297,42.7373,44.3819,44.3819,158977
2018-05-29,44.6539,45.1858,44.0588,44.0872,44.0872,179477
2018-05-30,44.0533,45.8477,44.0295,45.4124,45.4124,194528
2018-05-31,45.5246,45.6463,43.0177,44.3954,44.3954,159252
2018-06-01,45.1319,45.4652,43.0583,43.6002,43.6002,137208
2018-06-04,43.4609,43.5479,42.4676,42.5342,42.5342,165684
2018-06-05,42.2581,42.7771,42.1757,42.5148,42.5148,117363
2018-06-06,41.9493,42.6156,41.7872,42.0484,42.0484,126286
2018-06-07,42.3247,42.5266,41.624,42.4998,42.4998,264449
2018-06-08,42.4895,42.5284,40.7906,41.2158,41.2158,102703
2018-06-11,41.545,41.9455,40.4328,40.8483,40.8483,267918
2018-06-12,41.1467,41.8594,40.5426,41.0759,41.0759,71511
2018-06-13,40.9066,41.1315,40.0343,40.9065,40.9065,226779
2018-06-14,40.6951,41.454,40.5925,41.2265,41.2265,146524
2018-06-15,40.7625,42.4811,40.6527,41.9197,41.9197,115242
2018-06-18,42.0634,43.8885,41.9223,43.3819,43.3819,153283
2018-06-19,43.8837,44.0088,41.3258,41.8445,41.8445,273060
2018-06-20,41.9911,42.0797,41.4847,41.7056,41.7056,169335
2018-06-21,41.2564,41.9928,41.0599,41.9809,41.9809,243351
2018-06-22,41.8793,43.4825,41.1871,42.87,42.87,121141
2018-06-25,43.249,43.2604,42.4467,43.205,43.205,188510
2018-06-26,43.1508,43.7691,42.5962,43.5066,43.5066,181203
2018-06-27,42.9836,43.9312,41.8938,43.9251,43.9251,107609
2018-06-28,44.2348,44.2652,43.9299,44.0543,44.0543,121792
2018-06-29,44.0151,44.8655,42.3378,42.9878,42.9878,197224
2018-07-02,43.3119,43.7353,42.6036,42.8675,42.8675,166846
2018-07-03,43.2322,43.9116,41.1316,41.4287,41.4287,113788
2018-07-05,41.7493,43.7626,41.2428,43.1027,43.1027,162623
2018-07-06,43.0171,43.0221,41.1338,41.1602,41.1602,173144
2018-07-09,40.7488,41.3841,40.7366,40.8969,40.8969,274495
2018-07-10,41.0526,41.1012,40.3647,40.6831,40.6831,171689
2018-07-11,40.6556,40.9216,40.0347,40.8427,40.8427,156509
2018-07-12,41.0012,41.1014,40.0041,40.3173,40.3173,218485
2018-07-13,40.3621,40.5696,40.062,40.1079,40.1079,236479
2018-07-16,40.3299,40.5821,39.4041,39.6806,39.6806,152852
2018-07-17,39.835,40.1974,39.1106,39.6309,39.6309,89297
2018-07-18,39.31,40.8746,38.2558,40.3256,40.3256,116181
2018-07-19,40.8324,42.2964,40.3608,41.5007,41.5007,191654
2018-07-20,41.2665,41.9844,41.2495,41.3458,41.3458,209268
2018-07-23,40.9664,41.5437,40.8213,41.4019,41.4019,165995
2018-07-24,41.0093,41.3673,40.0201,40.3359,40.3359,197442
2018-07-25,40.2632,42.2574,39.8858,42.0887,42.0887,85754
2018-07-26,41.5877,42.0761,40.8793,41.0691,41.0691,137783
2018-07-27,41.638,42.1945,40.8561,41.0134,41.0134,90122
2018-07-30,40.8984,41.0858,40.4287,40.7281,40.7281,169257
2018-07-31,40.6965,41.7553,40.6432,41.647,41.647,152375
2018-08-01,41.4655,41.4893,40.1122,41.1132,41.1132,198060
2018-08-02,41.2478,41.272,39.2528,39.6061,39.6061,130857
2018-08-03,39.7097,40.9883,39.2819,40.4936,40.4936,137273
2018-08-06,40.7146,40.8347,39.7288,40.6529,40.6529,152012
2018-08-07,41.3227,41.5486,39.6009,39.756,39.756,115346
2018-08-08,39.4853,41.2036,38.9274,41.0714,41.0714,89626
2018-08-09,40.99,41.5061,40.4527,40.6433,40.6433,249240
2018-08-10,40.5368,41.2091,39.7535,40.3967,40.3967,100079
2018-08-13,40.0825,40.461,39.9895,40.3605,40.3605,138028
2018-08-14,39.9312,41.1517,39.2919,41.065,41.065,165729
2018-08-15,41.26,41.63,39.9482,40.0908,40.0908,145921
2018-08-16,39.6914,39.7699,38.4507,39.0176,39.0176,148430
2018-08-17,39.0478,39.2686,38.8177,39.2595,39.2595,119901
2018-08-20,39.6187,39.9596,39.5683,39.6536,39.6536,228671
2018-08-21,39.5737,40.5389,38.9736,40.4368,40.4368,171262
2018-08-22,40.7303,40.9265,40.0704,40.1277,40.1277,209021
2018-08-23,40.0473,40.4806,39.4788,39.5506,39.5506,121109
2018-08-24,40.2376,40.461,39.1538,39.2094,39.2094,198543
2018-08-27,38.7131,39.6387,38.4729,39.1778,39.1778,367198
2018-08-28,38.8182,40.2385,38.3827,39.6708,39.6708,143197
2018-08-29,39.1085,41.5081,38.4297,40.7789,40.7789,315797
2018-08-30,40.9827,41.1532,39.7692,40.4249,40.4249,157513
2018-08-31,40.8545,41.5453,40.5982,41.4436,41.4436,166490
2018-09-03,41.5592,41.9264,40.5199,40.9637,40.9637,161439
2018-09-04,41.0303,42.8075,41.0107,42.751,42.751,200497
2018-09-05,42.1048,44.988,41.5599,44.1543,44.1543,231148
2018-09-06,44.2187,45.6892,43.4936,43.7576,43.7576,211227
2018-09-07,43.9608,44.3218,43.3521,43.5201,43.5201,159901
2018-09-10,43.7598,44.2442,42.2113,42.494,42.494,152991
2018-09-11,42.2401,43.5308,41.8466,43.5095,43.5095,116130
2018-09-12,43.9261,45.204,43.5786,44.5957,44.5957,130342
2018-09-13,44.1723,45.7458,42.954,44.7938,44.7938,113827
2018-09-14,44.6856,44.9128,43.1639,43.474,43.474,126709
2018-09-17,42.9896,45.1626,42.5575,44.9806,44.9806,296162
2018-09-18,44.8352,45.3044,44.7345,45.2546,45.2546,141914
2018-09-19,45.2427,45.5171,44.3437,44.7686,44.7686,222902
2018-09-20,44.7588,45.8038,44.4737,45.293,45.293,164555
2018-09-21,45.3279,45.9606,44.7961,45.9453,45.9453,313360
2018-09-24,46.278,46.3481,45.4125,46.0544,46.0544,106869
2018-09-25,46.111,47.2515,45.6845,47.2005,47.2005,71926
2018-09-26,47.2753,47.9951,46.871,47.62,47.62,85560
2018-09-27,47.3467,47.975,46.8642,47.5283,47.5283,218438
2018-09-28,47.1982,48.9128,46.8561,47.6512,47.6512,180159
2018-10-01,47.5656,48.2355,45.3936,45.4689,45.4689,162147
